smiles,Hf_298,S_298,Cp_300,Cp_400,Cp_500,Cp_600,Cp_800,Cp_1000,Cp_1500
[CH]1C=CCC1=C1C=CCCC1,52.5311,96.6565,41.6335,55.1597,66.6551,76.4302,91.8431,102.8406,118.1473
CC=CCC1=CC=C[CH]C1,52.5416,104.8657,43.8798,54.3913,63.8638,72.2735,85.9560,95.8371,110.1130
C=C=C(C)O[O],52.8053,82.3730,26.8424,31.2677,34.9472,38.1078,43.1103,46.7114,51.8804
C#C[CH]C=O,53.0462,72.7669,20.2446,23.9818,26.7272,28.9868,32.5340,35.0506,38.5375
C=C1[CH]C=CC1,53.1871,74.0033,23.0854,30.5082,36.6774,41.5874,49.2667,54.7764,62.5199
CC=[C]C=C=O,53.2065,83.0536,24.6446,29.1666,33.1303,36.5839,42.1484,46.2269,52.2073
[CH]=COO,53.2608,74.2041,18.7915,21.0380,22.9679,24.6170,27.2052,29.0451,31.6396
CC#CCO[O],53.6189,89.0597,24.6104,28.9092,32.9587,36.4775,42.1424,46.3096,52.3700
[CH]1CC=CC1,53.6564,69.4356,20.0674,26.4505,32.1206,36.8058,44.1131,49.4308,57.0546
[CH2]C(=C)CC=C,53.6933,86.6068,29.1071,35.8626,41.7605,46.8880,55.1555,61.2631,70.2980
C=C=CC(C)(C)[C](C)C,53.7297,111.1986,45.9870,55.9605,65.2474,73.4370,86.7431,96.6833,111.6376
C=CC=CC(C=C)O[O],53.7698,109.0704,39.6563,47.7700,54.8467,60.8994,70.3977,77.1193,86.3054
C=C=C([O])C=C,54.2992,82.2564,25.5066,30.4237,34.6478,38.1937,43.5542,47.3930,53.0341
C[C]=CC,54.5120,74.3947,19.6261,23.6694,27.8012,31.4943,37.5861,42.2352,49.4448
O=C1C=[C]C=CC1,54.5271,78.8192,23.8642,30.3603,35.8327,40.3221,47.2858,52.1484,58.6722
C#CCC[C]=O,54.5717,85.0558,27.1508,31.1877,34.4626,37.2420,41.9468,45.7418,51.5853
[CH]1C=CCC1C1C=CCC1,54.7254,98.4936,38.9395,51.6801,62.7559,72.2472,87.1951,97.8445,112.6533
C#CC(C)O[O],54.9130,84.7103,26.1005,30.5181,34.3253,37.5900,42.7417,46.4323,51.6818
[CH]1C=CCC1OOC1C=CCC=C1,54.9554,116.2475,48.9073,62.7838,75.4392,86.4676,103.1456,114.0503,129.9923
C=CCCC1=CC=C[CH]C1,55.1828,105.7721,41.6220,52.5611,62.6968,71.8064,86.5014,96.6422,111.0396
C=C=CCO[O],55.3357,85.3420,25.2404,29.5652,33.4738,36.8501,42.2357,46.1458,51.7364
[CH2]C(C=C)CC(=C)C,55.3649,104.1925,40.3857,49.3113,57.6792,65.0218,76.9394,85.8274,99.1497
C=C1[CH]CC1C,55.5167,80.4402,27.1201,34.8005,41.3044,46.8254,55.6117,61.9830,71.1814
CC=C=CO[O],55.7115,82.2322,25.7194,30.3020,34.2411,37.6089,42.8961,46.6515,51.9027
C=[C]CC,56.0013,74.9909,20.2862,24.5931,28.6300,32.2897,38.2900,42.7013,49.6344
CC=CC[C]1C=CC=C(CC=CC)C1,56.1000,135.9277,65.0858,79.0909,92.4156,104.1438,123.1057,137.1566,157.9337
[CH]=C(C)C,56.5026,75.1983,20.9742,25.2575,29.0814,32.4842,38.1717,42.5916,49.6230
[CH2]C(=C)C=C,57.0628,77.9334,23.5297,29.4276,34.2513,38.2723,44.6935,49.3803,56.2426
CC(C)=[C]C1OO1,57.0700,93.0515,29.3317,34.9598,40.2082,44.7740,52.1337,57.5626,65.5297
[CH2]C#CC=O,57.5011,75.2522,20.0979,23.2006,25.8876,28.2034,31.8859,34.5510,38.3710
[CH2]C(=C=C)OO,57.6499,89.3231,27.6156,31.6644,35.2390,38.3330,43.2619,46.8342,51.9314
[CH]1C=CCC2CC12,57.7579,78.7274,26.3250,35.5654,43.5239,49.9524,59.9455,67.1435,77.2938
[CH]=CC(=O)C=C,57.8537,80.5790,25.8898,31.7990,36.1743,39.5896,44.8181,48.3813,52.9641
CC=CCC1(C2[CH]C=CC2)C=CCC1,58.0947,125.4302,59.4820,76.1023,91.3176,104.8005,126.0669,140.5120,161.7200
C=C[CH]C=CC=C,58.3658,84.4163,32.9358,41.8824,48.9469,54.7210,63.7290,70.0460,78.5395
[CH]1CC=CC1C1C=CCCC1,58.4330,104.6848,44.7297,58.8131,71.0199,81.5346,98.2272,110.2556,127.2073
C=C(C)CC1[CH]CC=C1,58.6597,101.0608,40.3986,50.7926,60.3079,68.7665,82.2540,91.6373,105.6771
OC1C=[C]C1,58.8398,74.1728,20.6419,25.3601,29.2103,32.4492,37.5963,41.3214,46.6855
C=C1[CH]CC=C1,58.8821,74.0120,23.3537,30.7859,36.8732,41.7344,49.3748,54.8542,62.5565
[CH2]C1CC(C)=C1C,59.5011,92.6239,33.6690,41.2849,48.3962,54.6944,64.9328,72.5856,84.0951
[CH]=CCC,59.5289,72.2018,20.4402,25.0178,29.0749,32.6388,38.4806,42.9027,49.7060
[CH]1CCC2C3C=CC(C3)C12,59.8963,90.9870,36.1506,49.9571,61.9842,71.7679,86.8679,97.6809,112.7197
C=[C]C1(C)OO1,59.9225,82.9808,25.2768,29.8250,33.7501,37.1203,42.4493,46.2760,51.7194
C[C]1CC1,59.9258,70.6316,18.9657,23.8806,28.3259,32.2193,38.5593,43.3108,50.4912
[c]1ccco1,60.4669,66.3592,15.3500,19.7163,23.4012,26.4861,31.1554,34.2714,38.1150
C=[C]C=C=O,60.4672,74.2627,19.6597,22.9751,25.7343,28.1033,31.8473,34.5323,38.3289
C=[C]C,60.6409,65.3427,15.1380,17.9695,20.7043,23.2350,27.4616,30.6135,35.5872
[c]1ccoc1,60.6581,66.2096,14.9567,19.5407,23.4978,26.5526,30.9540,34.0313,38.1359
[CH]1CCC=CC1OOC1C=CCC=C1,61.0351,121.5866,53.9472,69.2143,83.1536,95.3757,114.1459,126.5515,144.7487
CC1=[C]COO1,61.1037,79.6895,22.7409,27.4288,31.7572,35.6457,41.9399,46.3053,52.3477
C#CC[C]=O,62.0136,78.0186,19.9156,22.6510,25.1810,27.3800,30.9160,33.5157,37.3169
C#CC([CH2])=O,62.3488,73.3256,20.2574,24.0056,26.7370,28.9638,32.4510,34.9172,38.3288
CC1[C]=COO1,62.6779,79.6683,22.8245,28.1894,32.8513,36.6834,42.4757,46.6680,52.6293
C=C1[CH]CC1,63.3220,71.7134,21.0518,27.4899,32.9838,37.4627,44.5384,49.6785,57.0598
C#CC(=O)C[CH2],63.4853,85.8092,27.0341,31.0304,34.5199,37.5548,42.4547,46.0871,51.5328
[CH2]C=C=CCC,63.5962,87.9763,29.1421,35.6373,41.4903,46.6483,54.9067,60.9321,70.2228
C=C=CO[O],63.7298,73.8275,20.5708,24.2419,26.8919,29.0676,32.4468,34.8059,38.0052
C=C=C(C)C[C](C)C(=C)C,63.8454,116.0699,50.3371,60.7247,70.3843,78.8763,92.6338,102.8645,118.1217
[CH]1C=CC=C1,64.0828,73.1176,18.9699,24.2993,28.8876,32.5605,38.1569,42.1432,47.6653
[CH2]C(C=C)OOC1C=CC=CC1,64.1714,118.7267,49.4242,61.8799,73.0685,82.8671,98.2152,108.5923,123.4923
[CH]=CC,64.4367,64.8046,15.2273,18.3201,21.0922,23.5421,27.5963,30.7086,35.6073
C=C1[CH]C=CC=CC1,64.4925,83.1230,30.4340,39.7768,47.7708,54.4743,64.9858,72.4354,82.7528
[CH]=C(C)C(C)=CC,64.5391,93.2403,35.1015,42.9650,49.8540,55.8645,65.6073,72.8559,83.6572
[CH2]CC(=C)C=C,64.6767,88.4250,30.5105,37.0881,42.8126,47.7720,55.7228,61.5445,70.0223
C#CCO[O],64.7126,76.3661,19.4253,22.5247,25.2361,27.5838,31.2970,33.9085,37.5329
[CH2]C=CCC1=CC=CCC1,64.9372,105.0918,43.4575,54.3366,64.1979,72.9277,86.8786,96.6413,111.0927
C=C(C)[C]1CC1,65.3284,83.6940,27.5759,34.7704,41.3067,46.9425,55.5544,61.8101,71.1053
C=C[C]1CC1C,65.9397,84.1768,28.7332,36.0841,42.1958,47.4679,55.9081,62.0808,71.0925
CC=[C]C1OO1,66.0229,84.8200,23.7117,28.2536,32.3608,35.9111,41.5798,45.7004,51.5921
[CH2]C(C=C)OOC1C=CCC=C1,66.2915,124.3786,51.4860,63.1529,73.4634,82.5029,97.1254,107.7635,122.2346
C=C1[CH]O1,66.4115,65.7544,15.5049,18.7263,21.4982,23.7627,27.2271,29.6244,32.8463
[CH2]C=CCC1C=CC=CC1,66.9364,104.1432,42.9784,54.2351,64.4653,73.4565,87.4872,97.0899,111.4692
C#CC[O],66.9637,68.2033,16.6997,19.8002,22.2291,24.2069,27.3443,29.6135,32.9002
C=C=CCC(C=C)O[O],67.0201,108.4843,41.5707,48.7213,55.0720,60.6154,69.5210,76.0626,85.6381
[CH]1CC=CC1OOC1C=CC=CC1,67.1691,114.8769,49.2924,63.2966,75.9631,86.8885,103.2051,114.0840,130.0440
C#C[C](C)C,67.3648,79.5095,23.9639,28.4911,32.8076,36.6590,42.9641,47.7273,55.0261
[CH]=CC=C=O,67.4418,73.2882,20.6307,24.2375,26.8168,28.9433,32.2738,34.6322,37.9244
C=C=C[CH]C,67.7625,79.6265,23.1140,28.2094,32.9809,37.1397,43.8639,48.8450,56.1908
[CH]1CCC=CCC1CC1=CC=CCC1,68.2773,118.5824,57.4581,75.2503,91.4433,105.4241,126.4264,141.0821,162.7805
[CH2]C(C)=C=C,68.6213,78.8294,23.8545,29.0943,33.6806,37.6786,44.1514,48.9610,56.1290
C=CC1CC12[CH]C=CCC2,68.7861,98.9152,42.1891,54.4573,64.7668,73.6262,87.6656,97.7648,112.0428
[CH]1CC=CC1OOC1C=CCC=C1,68.9923,116.6084,50.1122,63.4866,75.6618,86.3753,103.0233,113.9540,129.3882
[CH2]C=C=CC,69.0501,78.2773,24.1033,29.1321,33.5733,37.4807,43.8958,48.7532,56.1541
C=C=CC(C)[CH]C,69.4771,100.0855,36.7767,43.6058,49.9332,55.6932,65.1544,72.3206,83.3606
C=C1[CH]C=CC2CC12,69.6459,82.4449,30.0457,39.5152,47.7339,54.6341,65.3288,72.7711,82.7866
[CH]1C=CC(C2=CC=CCC2)C1,70.0097,100.0757,41.9227,55.4580,66.9149,76.6462,91.9934,102.9475,118.1992
[CH]1CC1,70.0257,61.5274,13.4835,17.4119,20.9818,23.9166,28.3931,31.6879,36.5480
[CH2]C1C=CC=CC1,70.0483,83.7853,28.7637,36.9578,43.9479,49.9552,59.5152,66.4405,76.3722
[CH2]C1(C=C)CC1,70.0722,85.2394,29.4811,36.1916,42.0418,47.1205,55.2928,61.3163,70.2287
[CH2]C1C=CCC=C1,70.1757,83.2696,28.7743,36.8877,43.8652,49.8821,59.4650,66.4143,76.3907
[CH2]C1CC(=C)C1,70.3967,81.4083,27.1589,34.4900,41.0295,46.5714,55.2633,61.6862,71.1521
[CH]=C(C)C(=C)C,70.7379,84.0742,30.6557,37.8707,43.4765,48.2432,55.8634,61.4376,69.6802
[CH2]C=CCC1(CC=CC)C=CC=CC1,70.9200,132.0174,64.5063,80.7743,95.1799,107.6889,127.2572,140.7127,160.4168
[CH]=CC(C)=CC,71.1983,85.0124,28.7701,35.5273,41.6616,47.0392,55.4064,61.2152,70.0067
C=C[CH]CCC=CCC1=CC=CCC1,71.3574,131.2996,59.9214,77.0475,92.2672,105.3839,126.2238,141.2557,162.4571
[CH]1CC=CC2CC12,71.3720,80.2895,27.2320,36.2563,43.9810,50.2818,60.1759,67.3069,77.3788
C#C[CH]CC,71.4187,81.1709,24.1430,29.0772,33.4191,37.2254,43.4427,48.1225,55.2384
[CH]=C,71.4419,55.8165,10.3729,12.1087,13.7148,15.0889,17.3192,19.0215,21.6937
C#CC1([O])OO1,71.5882,76.0328,21.0041,24.5383,26.8435,28.5967,31.2147,32.9218,34.9337
[CH]1C=CC2C3C=CC(C3)C12,71.8791,87.7757,33.8637,47.1236,58.3853,67.2564,80.7349,90.2886,103.3487
[CH]1C=CC(C2C=CC=CC2)C1,72.2124,99.1634,41.7358,55.3755,66.9415,76.7169,92.1008,103.0468,118.2207
[CH]1C=CCC1C1C=CCC=C1,72.2893,101.7940,43.1422,56.3047,67.5021,77.1037,92.2432,103.0364,117.9687
C=C=CC[C](C)C(=C)C,72.5319,109.4007,44.3070,53.4362,61.9432,69.4176,81.5262,90.5300,103.9498
[C]1=COOC1,73.2087,71.1507,17.0311,20.8799,24.2280,27.0653,31.4478,34.4716,38.4229
O=C=C1[CH]C1,73.3437,72.0775,18.5887,22.3216,25.2826,27.7546,31.6486,34.4253,38.3022
C=[C]C1OO1,73.3623,76.2913,18.7428,22.0308,24.9710,27.5199,31.4231,34.0031,37.7459
[CH2]C=C1CC1,73.3753,74.5034,22.5475,28.4731,33.5385,37.8659,44.7657,49.7833,57.0574
C=[C]CC(=C)C,73.3967,91.4799,28.8742,34.8571,40.5924,45.6270,53.8274,59.9732,69.2452
[CH]=CC(=C)CC,73.4879,86.6148,29.9819,36.8881,42.8462,47.9604,56.0417,61.8388,70.0702
[CH2]C#CC,73.8128,77.6983,19.8259,23.0391,26.1180,28.8729,33.3883,36.8055,42.0572
C=C[CH]CCC=CCC1C=CC=CC1,73.9087,131.2125,62.5363,78.5620,93.0234,105.8414,126.5208,141.1282,161.5689
C=CC1C[C]2C=CC1CC2,74.4925,94.4181,39.9514,52.7811,63.5768,72.6174,86.9029,97.1493,111.6407
C=C1C=[C]CCC1,74.5095,79.5061,27.3057,35.7181,43.1619,49.5591,59.6736,66.9269,77.1498
C[C]1CC2CC12,74.6836,80.5813,24.7394,32.4638,39.3254,45.1855,54.5289,61.3162,71.0157
C=C[CH]CC(C=C)CC1C=CC=CC1,75.1185,132.5781,64.2061,80.3046,94.6100,107.1093,126.9135,140.7176,160.6254
CC=CC[C]1C=CC(C2C=CCC=C2)C1,75.2551,128.4996,62.0447,79.2064,94.9727,109.0339,131.4748,146.7372,168.1200
C#CO[CH2],75.4315,70.9508,18.0320,20.8620,22.8993,24.6022,27.3078,29.2715,32.1605
CC12[CH]CC1C2,75.4737,80.0866,26.7186,34.1853,40.6785,46.2804,55.2050,61.6851,71.0452
CC1=CC=[C]CC1,75.5028,81.4011,28.3338,36.3694,43.3694,49.4239,59.1043,66.1635,76.3661
CC=CCC1=CC(C2[CH]C=CC2)C=CC1,75.5225,133.1573,63.5499,80.1934,95.2968,108.7185,130.3341,145.4428,166.4029
[CH2]C#CC=C=O,75.7745,80.5092,24.1934,27.6805,30.5896,33.0846,37.0228,39.8448,43.8561
[CH2]C=C=C,75.9496,69.6052,18.9215,22.9662,26.2926,29.1367,33.7230,37.1173,42.1912
C=C=C[CH]C(=C)C,75.9811,88.9557,33.8197,41.3179,47.7821,53.3251,62.0652,68.3058,77.0311
C#CC(=CC)O[O],76.1306,88.5032,29.2068,34.3015,38.5277,42.0465,47.4868,51.4359,57.3399
C=C=CC([O])C=C,76.6176,92.5756,31.6085,37.4209,42.4733,46.8456,53.8474,58.9734,66.4927
[CH]=CCC(=C)C,76.7667,87.8781,30.8687,36.7786,42.0186,46.6489,54.3070,60.1750,69.3421
CC=C1[C]=COO1,77.0790,81.1714,25.2657,31.3155,36.5752,40.8928,47.2558,51.8088,58.2319
C=CC#CC[C]=O,77.2792,92.2720,28.0756,32.7018,37.0364,40.7989,46.8451,51.2831,57.7307
[CH]=C(C)CC=C,77.7267,88.5650,31.0363,36.8443,41.9581,46.5348,54.2729,60.1911,69.3423
[CH2]C1(C)CC1=C,77.7378,84.3534,30.3538,37.2487,42.9773,47.9410,55.9093,61.7687,70.4559
[CH]=CC(=C)C,77.9471,76.6431,24.4558,30.4961,35.2893,39.1576,45.2567,49.6352,55.9058
C#C[C]=CO,78.6664,75.3572,21.9825,25.7350,28.2986,30.3616,33.4952,35.6040,38.2872
C=CC#CCO[O],79.0477,92.7164,27.2996,32.4279,37.0181,40.9673,47.2230,51.7134,57.9837
[C]1=COC1,79.2540,64.6179,13.6497,17.0100,20.0631,22.5815,26.3224,28.9933,32.7107
C=C=C(C=C)O[O],79.7374,88.3819,31.2153,36.1474,40.0617,43.4066,48.6562,52.3874,57.6437
C=C[CH]CC1C=CC2C3C=CC(C3)C12,80.2385,114.8606,55.3342,72.6548,87.1429,99.5389,119.0801,133.0110,152.3174
[CH2]C1C=CC1,80.6470,75.5003,22.1125,27.9199,32.9240,37.2158,44.0431,48.9916,56.1381
C=C[CH]CC1C=CC(C2C=CCC=C2)C1,80.7581,131.9209,62.7248,79.6470,95.1229,108.9051,130.9503,146.0042,166.6089
[CH]=CC=CC=C=O,80.7701,84.5175,29.9908,36.2362,40.6594,44.2581,49.7869,53.5749,58.5147
C=C=CC[CH]C(=C)C,80.8363,101.3206,36.8697,45.2543,53.0072,59.7381,70.5589,78.5060,90.0605
[CH2]C1=C(C)C1,81.1237,77.3126,23.0945,28.4435,33.2774,37.4563,43.9893,48.8239,56.0547
C=C[CH]CC1C=CCC1C1C=CCC=C1,81.1759,129.6355,62.7816,79.5647,94.9350,108.6735,130.8466,146.2019,166.8882
C=C[CH]CC=C=CC,81.2161,102.6296,39.1367,46.4982,53.6078,59.9595,70.3089,78.0682,89.7713
[CH]1C2C=CCC1C2,81.2262,76.7217,25.4937,35.0300,43.2309,49.7878,59.9058,67.1769,77.3793
C=C[CH]C#CC,81.8034,87.2988,27.6082,33.1740,38.2145,42.6156,49.7050,54.9304,62.5995
C=[C]CC=C,82.4947,83.1605,23.1703,28.0204,32.6311,36.6584,43.1961,48.0679,55.3228
[c]1ccccc1,83.3082,68.7904,18.9477,25.4100,30.9401,35.2776,41.8337,46.4955,52.9022
[CH2]C=C=CC=CC,83.3998,89.6846,33.4778,40.8184,47.1695,52.6370,61.3137,67.5706,76.4655
C=C=CC([O])C(=C)C(=C)C,83.5422,110.6200,48.6106,57.3668,64.9326,71.4522,81.8277,89.3646,100.3820
[CH2]C=CC1C=CC1,83.9100,88.3965,31.0893,38.7915,45.4776,51.2533,60.4682,67.1648,76.7815
C#C[CH2],83.9533,60.6707,14.6750,17.0302,18.8508,20.3078,22.6614,24.4249,27.1865
[CH2]C#CC=CC,85.6884,83.6311,26.9263,32.5541,37.5431,41.8758,48.7380,53.8175,61.5850
[CH2]C1CC1=C,85.9521,76.9625,23.9542,29.8969,34.6981,38.6733,45.0083,49.6205,56.3723
C#CC(=C)O[O],86.0534,79.3719,24.1761,28.3011,31.2164,33.6420,37.3791,39.9555,43.3862
C#CC1([CH]C)OO1,86.3222,87.8727,29.6337,34.7007,38.9955,42.6457,48.3184,52.2806,57.6461
C=CC#C[CH]C,86.8651,84.4914,26.5476,32.0572,37.1024,41.4992,48.5923,53.8338,61.5707
C#CO[O],86.9485,66.2994,14.5807,16.7159,18.2274,19.3064,20.9319,22.0397,23.5067
C=C=C=CCO[O],87.2577,90.7538,29.3794,33.8783,37.9201,41.4377,47.0749,51.1992,57.1877
C=C1[C]=COO1,87.3951,73.3320,20.4168,25.3672,29.4176,32.5491,37.1912,40.3061,44.1965
CC1=[C]CC1,87.9788,73.6735,20.8908,26.4962,31.4999,35.8631,42.9255,48.1678,55.9387
C=C=CC[CH]C=C,88.1041,93.8206,33.9096,40.2443,46.1070,51.3595,59.8948,66.2672,75.8197
C1=CC2[C](C1)C1C=CC2C1,88.9285,86.9091,33.7527,46.7981,57.9991,66.9213,80.5050,90.1535,103.3732
C=C=C[CH]CC=C,89.6998,94.9881,32.9830,39.4697,45.6511,51.0489,59.7885,66.2765,75.8843
C=CC=CC=[C]C,90.5507,89.7087,32.4284,40.2579,47.2430,53.2191,62.1051,68.0124,76.6568
C#CC[CH2],90.8163,73.8570,19.4193,22.9222,25.9894,28.6651,33.0058,36.2472,41.1670
[CH]=C(O)C#C,91.2449,74.2156,21.9759,25.8263,28.2845,30.0703,32.8421,34.7956,37.6144
[CH2]C=C=CC=C,91.2804,81.1406,27.8570,34.5646,39.7460,44.0291,50.7851,55.6172,62.4328
C#C[C]1CO1,91.5252,73.9788,19.9189,23.2444,26.0052,28.3653,32.0689,34.6959,38.3475
[CH]=C1CC1=O,91.7463,72.0710,19.2290,23.1572,26.1711,28.5568,32.2778,34.9008,38.5191
[CH2]C1=CC1,91.8176,68.0803,18.3917,22.6906,26.3327,29.3253,34.0169,37.3692,42.1223
[CH]=C=C=CC=O,91.9636,80.3898,24.4212,28.3366,31.4266,34.0274,38.0009,40.6943,44.1098
C#C[CH]CCC=C,92.2631,96.0762,33.4337,40.0768,46.1068,51.3581,59.8112,66.0385,75.1923
C=C=C=CO[O],92.9752,78.6483,24.0678,28.2350,31.3002,33.8693,37.8127,40.5077,43.9823
[CH2]C#CC=C,94.5637,75.1670,22.3090,26.6483,30.2935,33.4476,38.4976,42.1949,47.6275
[C]#CCO,94.6809,70.8237,16.7133,19.3010,21.5448,23.4810,26.5656,28.8032,32.0166
[C]1=CO1,96.3795,60.5898,10.8546,12.0997,13.1914,14.1230,15.5785,16.6018,17.9876
C#CC1([CH2])OO1,96.4280,78.1084,24.4234,29.0907,32.1939,34.5310,38.0967,40.5209,43.6970
[C]1=CC=CC1,96.7878,68.0396,17.5850,22.9756,27.5848,31.5011,37.5817,41.8175,47.4893
[C]1=CCC1,98.5295,64.9151,15.0088,19.6087,23.8284,27.3346,32.6243,36.4677,41.9947
[C]#CO,98.6101,61.0619,11.9645,12.8879,13.6624,14.3310,15.4557,16.3480,17.7493
C=C[CH]C1=CC1,100.2914,80.6913,27.0957,33.7074,39.0588,43.6114,50.7883,55.9040,62.9802
[C]#COC,100.6247,74.5562,15.4213,17.7376,20.0464,22.0746,25.3946,27.8958,31.6621
C=C1[C]=CO1,101.2452,69.4878,17.5730,21.5668,24.9427,27.6546,31.7742,34.6036,38.3195
[CH]=C1CC1,102.2379,67.1038,17.2731,21.8603,25.6253,28.6704,33.5079,37.0246,42.1128
[CH2]C1C=C1,106.1478,68.5441,18.8731,23.2423,26.8635,29.7569,34.2347,37.4049,41.8513
C=[C]C=C=CC,106.3649,87.8172,27.6307,32.9363,37.8169,42.0918,49.0059,54.1355,61.7605
[CH2]CC#CC=C,106.5971,91.2276,27.2802,32.6568,37.6271,41.9531,48.9295,54.0813,61.6707
[CH]=C=C=CC,112.0090,79.2099,23.3244,27.3030,30.7730,33.7872,38.6448,42.2376,47.6144
[CH]=C1C=CC=C1,112.2839,72.5282,21.1297,27.5301,32.6913,36.6804,42.8381,47.1862,53.1267
C=C1[C]=CC1C,113.2421,78.6299,24.8199,31.4269,36.9304,41.5438,48.8606,54.1392,61.6898
CC1=[C]C1,114.0865,69.9139,17.4987,21.0473,24.3727,27.3553,32.1364,35.6502,41.0801
C#CCC=[C]C,116.4226,86.8842,26.9555,32.0811,36.8413,41.0379,47.8545,52.9445,60.5956
[CH]1C=C1,117.2216,60.3723,12.2266,15.0471,17.4644,19.3537,22.2298,24.3127,27.3036
C#CC=[C]C,118.5329,76.8744,21.6878,25.7115,29.2401,32.3223,37.3273,41.0612,46.6514
CC=C=C1[CH]C1,119.7854,83.4455,26.9967,32.6296,37.6649,42.0808,49.1133,54.1338,61.7905
[CH]=CC#CC,120.5429,80.6879,22.3739,26.3441,29.8673,32.9759,38.0780,41.9068,47.5686
C#CC([O])C=C=C,121.0416,89.4183,29.0324,34.1785,38.5437,42.2706,48.1081,52.2394,57.9818
C=C1[C]=CC1,121.2632,69.8262,18.6878,24.0423,28.5541,32.1650,37.8078,41.8663,47.5871
[CH]=CC=C=C,121.5504,73.6776,22.3294,27.6268,31.7703,34.9234,39.7230,43.0570,47.5835
[CH]=C(C)C#C,122.2784,75.8220,22.6918,26.8768,30.2343,33.1500,37.8574,41.3519,46.6365
[C]1=CC1,125.4720,60.5139,12.2293,14.9379,17.2483,19.0880,21.9745,24.0872,27.1779
[CH]=CCC#C,126.4739,77.0717,22.6449,26.9403,30.3542,33.3060,38.0492,41.5446,46.7637
C=C=C1[CH]C1,126.7701,74.5275,22.0183,26.6825,30.4410,33.6612,38.7866,42.5036,47.8676
C1=CC[CH]CCC=1,127.0046,82.3639,29.4717,37.9487,45.1117,51.2191,60.9017,67.8726,77.7484
[C]#CC,127.3433,63.8851,13.3119,15.3775,17.3605,19.0998,21.9392,24.0733,27.3010
[CH2]C#CC=C=C,130.2804,81.4058,26.2141,30.8798,34.8443,38.2585,43.6833,47.6096,53.2775
[CH]=C=C=CC=C,135.0165,84.1679,28.4362,33.0760,36.8545,40.0652,45.0557,48.5459,53.3113
[C]#C,136.2733,51.3937,10.2167,10.5726,10.8649,11.1481,11.6830,12.1707,13.1564
[CH]=CC=CC#C,143.1815,78.2527,25.2395,31.2818,35.8680,39.3670,44.7227,48.4162,53.3207
C=C1[C]=CC1=C,144.7420,74.9713,22.5249,28.3320,33.1435,37.0224,43.0420,47.2816,53.1169
C=C=C1[CH]C1=C,148.9704,78.6061,25.1854,30.7717,34.9897,38.4566,43.9265,47.8439,53.4111
[CH]=C1C=C1,152.1667,66.1345,16.3901,19.7025,22.3994,24.4847,27.6373,29.8413,32.8913
C1=C[CH]C=1,156.1066,64.0083,14.6531,18.4888,21.5621,23.8552,27.3220,29.7492,33.0176
C=C=C1C=[C]C1,157.7331,76.2102,22.6753,28.3339,32.9762,36.8118,42.8477,47.1492,53.1554
[CH2]C1=CC#CC1,163.4983,74.5864,22.6066,28.4951,33.3911,37.3280,43.4012,47.6445,53.3883
CCC(CO[O])COO,-41.6737,110.7680,42.6521,52.1247,60.3532,67.2808,77.6810,85.4280,96.6694
CCC(C)(COO)O[O],-53.1316,109.6482,44.6233,54.2530,62.3265,68.9861,78.8470,86.0508,96.9971
CC(COO)C(C)O[O],-45.3715,106.8046,43.3427,52.6313,60.4884,66.9787,76.8237,84.1298,95.1966
CC(CCO[O])COO,-40.6488,111.2652,42.7947,52.1455,60.2266,67.1398,77.4726,85.2321,96.4594
C=C(CC)C[O],6.0561,91.7118,30.5827,37.6288,43.9641,49.1700,57.3860,63.1805,72.0382
C=C(C)C(C)[O],-3.8986,90.4328,31.0467,38.0284,44.2645,49.3954,57.3776,63.2801,72.1678
CCC(C)(CO[O])OO,-48.1515,109.9691,44.0703,53.1423,61.0279,67.5932,77.4818,84.6757,95.8344
CC(O[O])C(C)(C)OO,-53.7527,103.3315,44.3675,54.4611,62.7119,69.3012,78.9501,86.1339,97.2927
CC(C)(CCO[O])OO,-50.6432,105.2487,42.8718,52.4186,60.5006,67.1088,77.1223,84.3599,95.3864
[CH2]C(COO)OO,-12.3104,97.2085,33.7439,39.7073,44.6538,48.6741,54.6679,58.9732,65.2547
OOC[CH]COO,-15.6502,98.5711,33.8936,40.2597,45.7667,50.1493,56.9476,61.8040,69.2169
[CH2]C(OO)C(C)OO,-20.0731,102.5407,39.4764,46.6539,52.4932,57.2368,64.6402,69.9206,78.1934
[CH2]C(CCOO)OO,-19.6129,102.3376,39.0809,46.2974,52.2026,57.0954,64.4068,69.9072,78.0339
CC([CH]COO)OO,-21.4722,104.5728,39.1828,46.2827,52.3358,57.3760,64.9662,70.6024,79.3215
OOC[CH]CCOO,-16.6902,108.1190,39.8435,46.8929,52.8841,58.0610,65.5648,71.4534,80.0080
C[CH]C(COO)OO,-21.1722,107.4336,39.5071,46.4433,52.3847,57.4130,64.8749,70.4311,78.8751
CCCC(COO)O[O],-48.4837,115.2117,45.0158,54.7071,62.8388,69.6381,79.6753,87.2781,98.0737
CCC(CCOO)O[O],-46.3459,111.7762,43.3683,52.5699,60.5316,67.2624,77.4142,85.0006,96.3142
CC(CCCOO)O[O],-46.2910,111.1680,42.3970,51.7972,59.8827,66.7765,76.9858,84.7947,96.0350
CCCC(CO[O])OO,-43.1931,116.4020,44.2720,53.1497,60.9626,67.6788,77.6571,85.1135,96.2100
